Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 4
Overriding: n_embd = 256
Overriding: batch_size = 16
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 40,960
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 1327: loss 1.4914, time 245.63ms, mfu 1.06%
iter 1328: loss 1.5785, time 247.09ms, mfu 1.06%
iter 1329: loss 1.5693, time 256.02ms, mfu 1.06%
iter 1330: loss 1.4473, time 254.79ms, mfu 1.05%
iter 1331: loss 1.5461, time 243.69ms, mfu 1.05%
iter 1332: loss 1.5200, time 244.72ms, mfu 1.05%
iter 1333: loss 1.5871, time 257.13ms, mfu 1.05%
iter 1334: loss 1.5368, time 236.89ms, mfu 1.05%
iter 1335: loss 1.5680, time 244.65ms, mfu 1.06%
iter 1336: loss 1.6160, time 259.19ms, mfu 1.05%
iter 1337: loss 1.5507, time 270.71ms, mfu 1.04%
iter 1338: loss 1.5867, time 226.24ms, mfu 1.05%
iter 1339: loss 1.4986, time 242.43ms, mfu 1.05%
iter 1340: loss 1.4739, time 239.80ms, mfu 1.06%
iter 1341: loss 1.4972, time 239.16ms, mfu 1.06%
iter 1342: loss 1.4921, time 255.84ms, mfu 1.05%
iter 1343: loss 1.5053, time 265.46ms, mfu 1.05%
iter 1344: loss 1.5144, time 246.72ms, mfu 1.05%
iter 1345: loss 1.5731, time 256.92ms, mfu 1.04%
iter 1346: loss 1.5482, time 239.09ms, mfu 1.05%
iter 1347: loss 1.5184, time 253.24ms, mfu 1.05%
iter 1348: loss 1.6079, time 244.77ms, mfu 1.05%
iter 1349: loss 1.3969, time 246.79ms, mfu 1.05%
iter 1350: loss 1.5275, time 248.04ms, mfu 1.05%
iter 1351: loss 1.4917, time 246.17ms, mfu 1.05%
iter 1352: loss 1.5129, time 249.51ms, mfu 1.05%
iter 1353: loss 1.5335, time 248.79ms, mfu 1.05%
iter 1354: loss 1.5189, time 261.03ms, mfu 1.04%
iter 1355: loss 1.4987, time 255.14ms, mfu 1.04%
iter 1356: loss 1.4871, time 248.42ms, mfu 1.04%
iter 1357: loss 1.4229, time 256.35ms, mfu 1.04%
iter 1358: loss 1.5752, time 241.35ms, mfu 1.04%
iter 1359: loss 1.5293, time 252.79ms, mfu 1.04%
iter 1360: loss 1.5258, time 241.62ms, mfu 1.04%
iter 1361: loss 1.4509, time 246.18ms, mfu 1.04%
iter 1362: loss 1.6640, time 253.55ms, mfu 1.04%
iter 1363: loss 1.5227, time 236.68ms, mfu 1.05%
iter 1364: loss 1.5290, time 237.91ms, mfu 1.05%
iter 1365: loss 1.3975, time 269.74ms, mfu 1.04%
iter 1366: loss 1.5389, time 265.11ms, mfu 1.04%
iter 1367: loss 1.5103, time 252.28ms, mfu 1.04%
iter 1368: loss 1.5575, time 243.65ms, mfu 1.04%
iter 1369: loss 1.5077, time 259.32ms, mfu 1.04%
iter 1370: loss 1.4736, time 242.11ms, mfu 1.04%
iter 1371: loss 1.6150, time 236.39ms, mfu 1.04%
iter 1372: loss 1.5389, time 277.29ms, mfu 1.03%
iter 1373: loss 1.5258, time 250.82ms, mfu 1.03%
iter 1374: loss 1.5247, time 236.98ms, mfu 1.04%
iter 1375: loss 1.5198, time 236.60ms, mfu 1.05%
iter 1376: loss 1.5655, time 254.59ms, mfu 1.04%
iter 1377: loss 1.5145, time 255.26ms, mfu 1.04%
iter 1378: loss 1.5194, time 259.60ms, mfu 1.04%
iter 1379: loss 1.5008, time 259.95ms, mfu 1.03%
iter 1380: loss 1.5606, time 241.23ms, mfu 1.04%
iter 1381: loss 1.5052, time 234.75ms, mfu 1.04%
iter 1382: loss 1.4096, time 244.89ms, mfu 1.05%
iter 1383: loss 1.5164, time 248.82ms, mfu 1.05%
iter 1384: loss 1.5670, time 255.44ms, mfu 1.04%
iter 1385: loss 1.5883, time 249.59ms, mfu 1.04%
iter 1386: loss 1.4428, time 240.17ms, mfu 1.05%
iter 1387: loss 1.5754, time 265.56ms, mfu 1.04%
iter 1388: loss 1.6127, time 252.18ms, mfu 1.04%
iter 1389: loss 1.5440, time 249.98ms, mfu 1.04%
iter 1390: loss 1.5297, time 251.10ms, mfu 1.04%
iter 1391: loss 1.5289, time 244.54ms, mfu 1.04%
iter 1392: loss 1.4929, time 238.27ms, mfu 1.05%
iter 1393: loss 1.4372, time 256.85ms, mfu 1.04%
iter 1394: loss 1.6355, time 236.88ms, mfu 1.05%
iter 1395: loss 1.4157, time 262.25ms, mfu 1.04%
iter 1396: loss 1.5248, time 257.19ms, mfu 1.04%
iter 1397: loss 1.4991, time 245.98ms, mfu 1.04%
iter 1398: loss 1.4228, time 253.24ms, mfu 1.04%
iter 1399: loss 1.5257, time 232.47ms, mfu 1.05%
step 1400: train loss 1.4189, val loss 1.6118
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 1400: loss 1.5330, time 1309.23ms, mfu 0.96%
iter 1401: loss 1.4844, time 275.61ms, mfu 0.96%
iter 1402: loss 1.5456, time 271.23ms, mfu 0.96%
iter 1403: loss 1.4018, time 266.67ms, mfu 0.96%
iter 1404: loss 1.5437, time 267.44ms, mfu 0.96%
iter 1405: loss 1.5469, time 265.00ms, mfu 0.96%
iter 1406: loss 1.5322, time 260.25ms, mfu 0.97%
iter 1407: loss 1.5840, time 259.53ms, mfu 0.97%
iter 1408: loss 1.4384, time 266.54ms, mfu 0.97%
iter 1409: loss 1.5141, time 252.07ms, mfu 0.98%
iter 1410: loss 1.4577, time 254.11ms, mfu 0.98%
iter 1411: loss 1.5686, time 279.43ms, mfu 0.98%
iter 1412: loss 1.6066, time 257.03ms, mfu 0.98%
iter 1413: loss 1.5670, time 289.53ms, mfu 0.97%
iter 1414: loss 1.5436, time 259.08ms, mfu 0.97%
iter 1415: loss 1.5099, time 247.52ms, mfu 0.98%
iter 1416: loss 1.5833, time 273.44ms, mfu 0.98%
iter 1417: loss 1.6373, time 265.86ms, mfu 0.98%
iter 1418: loss 1.5415, time 268.65ms, mfu 0.98%
iter 1419: loss 1.5555, time 270.02ms, mfu 0.98%
iter 1420: loss 1.5950, time 266.98ms, mfu 0.98%
iter 1421: loss 1.6056, time 268.76ms, mfu 0.97%
iter 1422: loss 1.4273, time 269.68ms, mfu 0.97%
iter 1423: loss 1.5102, time 264.94ms, mfu 0.97%
iter 1424: loss 1.5920, time 255.19ms, mfu 0.98%
iter 1425: loss 1.5773, time 264.27ms, mfu 0.98%
iter 1426: loss 1.4760, time 261.35ms, mfu 0.98%
iter 1427: loss 1.5390, time 273.40ms, mfu 0.98%
iter 1428: loss 1.5626, time 272.70ms, mfu 0.97%
iter 1429: loss 1.5319, time 259.68ms, mfu 0.98%
iter 1430: loss 1.5098, time 245.21ms, mfu 0.99%
iter 1431: loss 1.4436, time 270.67ms, mfu 0.98%
iter 1432: loss 1.4864, time 254.17ms, mfu 0.99%
iter 1433: loss 1.3887, time 263.35ms, mfu 0.99%
iter 1434: loss 1.4191, time 262.56ms, mfu 0.99%
iter 1435: loss 1.5015, time 266.99ms, mfu 0.99%
iter 1436: loss 1.5026, time 272.67ms, mfu 0.98%
iter 1437: loss 1.5349, time 248.54ms, mfu 0.99%
iter 1438: loss 1.5161, time 263.29ms, mfu 0.99%
iter 1439: loss 1.4736, time 262.88ms, mfu 0.99%
iter 1440: loss 1.4278, time 269.94ms, mfu 0.99%
iter 1441: loss 1.4864, time 254.71ms, mfu 0.99%
iter 1442: loss 1.4961, time 277.26ms, mfu 0.98%
iter 1443: loss 1.6613, time 265.13ms, mfu 0.98%
iter 1444: loss 1.4834, time 263.69ms, mfu 0.98%
iter 1445: loss 1.5557, time 253.45ms, mfu 0.99%
iter 1446: loss 1.5405, time 246.54ms, mfu 0.99%
iter 1447: loss 1.4946, time 256.62ms, mfu 1.00%
iter 1448: loss 1.4447, time 246.89ms, mfu 1.00%
iter 1449: loss 1.4564, time 273.15ms, mfu 1.00%
iter 1450: loss 1.5128, time 270.31ms, mfu 0.99%
iter 1451: loss 1.5428, time 268.49ms, mfu 0.99%
iter 1452: loss 1.5260, time 266.02ms, mfu 0.99%
iter 1453: loss 1.5382, time 242.07ms, mfu 1.00%
iter 1454: loss 1.4638, time 288.74ms, mfu 0.99%
iter 1455: loss 1.5154, time 279.38ms, mfu 0.98%
iter 1456: loss 1.4771, time 257.03ms, mfu 0.98%
iter 1457: loss 1.5464, time 266.28ms, mfu 0.98%
iter 1458: loss 1.4600, time 265.02ms, mfu 0.98%
iter 1459: loss 1.4645, time 271.45ms, mfu 0.98%
iter 1460: loss 1.4728, time 287.29ms, mfu 0.97%
iter 1461: loss 1.6010, time 279.08ms, mfu 0.97%
iter 1462: loss 1.4961, time 270.63ms, mfu 0.97%
iter 1463: loss 1.5071, time 259.16ms, mfu 0.97%
iter 1464: loss 1.4955, time 247.14ms, mfu 0.98%
iter 1465: loss 1.5242, time 252.46ms, mfu 0.98%
iter 1466: loss 1.6473, time 259.47ms, mfu 0.99%
iter 1467: loss 1.4994, time 274.11ms, mfu 0.98%
iter 1468: loss 1.4949, time 269.96ms, mfu 0.98%
iter 1469: loss 1.5644, time 287.68ms, mfu 0.97%
iter 1470: loss 1.5054, time 262.97ms, mfu 0.97%
iter 1471: loss 1.5110, time 267.67ms, mfu 0.97%
iter 1472: loss 1.4667, time 290.33ms, mfu 0.97%
iter 1473: loss 1.4414, time 271.51ms, mfu 0.96%
iter 1474: loss 1.4671, time 262.85ms, mfu 0.97%
iter 1475: loss 1.4383, time 266.52ms, mfu 0.97%
iter 1476: loss 1.6359, time 263.63ms, mfu 0.97%
iter 1477: loss 1.4170, time 263.07ms, mfu 0.97%
iter 1478: loss 1.4868, time 276.77ms, mfu 0.97%
iter 1479: loss 1.4814, time 264.33ms, mfu 0.97%
iter 1480: loss 1.5135, time 278.64ms, mfu 0.97%
iter 1481: loss 1.4467, time 275.25ms, mfu 0.96%
iter 1482: loss 1.5469, time 239.41ms, mfu 0.98%
iter 1483: loss 1.4285, time 273.09ms, mfu 0.97%
iter 1484: loss 1.5281, time 271.49ms, mfu 0.97%
iter 1485: loss 1.5294, time 282.29ms, mfu 0.97%
iter 1486: loss 1.4554, time 267.40ms, mfu 0.97%
iter 1487: loss 1.4621, time 274.45ms, mfu 0.96%
iter 1488: loss 1.4552, time 261.17ms, mfu 0.97%
iter 1489: loss 1.4596, time 257.60ms, mfu 0.97%
iter 1490: loss 1.4810, time 252.51ms, mfu 0.98%
iter 1491: loss 1.4591, time 260.47ms, mfu 0.98%
iter 1492: loss 1.4599, time 261.52ms, mfu 0.98%
iter 1493: loss 1.4379, time 246.34ms, mfu 0.99%
iter 1494: loss 1.5614, time 248.39ms, mfu 0.99%
iter 1495: loss 1.4626, time 342.08ms, mfu 0.97%
iter 1496: loss 1.4961, time 270.62ms, mfu 0.97%
iter 1497: loss 1.4930, time 284.06ms, mfu 0.96%
iter 1498: loss 1.4974, time 254.18ms, mfu 0.97%
iter 1499: loss 1.4452, time 258.29ms, mfu 0.97%
iter 1500: loss 1.5400, time 239.77ms, mfu 0.98%
iter 1501: loss 1.5243, time 311.44ms, mfu 0.97%
iter 1502: loss 1.5360, time 251.03ms, mfu 0.98%
iter 1503: loss 1.5019, time 261.94ms, mfu 0.98%
iter 1504: loss 1.4016, time 259.80ms, mfu 0.98%
iter 1505: loss 1.4771, time 246.82ms, mfu 0.99%
iter 1506: loss 1.4630, time 259.67ms, mfu 0.99%
iter 1507: loss 1.4427, time 254.29ms, mfu 0.99%
iter 1508: loss 1.5673, time 243.61ms, mfu 1.00%
iter 1509: loss 1.4565, time 265.73ms, mfu 1.00%
iter 1510: loss 1.5194, time 260.01ms, mfu 1.00%
iter 1511: loss 1.6106, time 261.16ms, mfu 1.00%
iter 1512: loss 1.5276, time 245.74ms, mfu 1.00%
iter 1513: loss 1.4621, time 215.02ms, mfu 1.02%
iter 1514: loss 1.4327, time 210.20ms, mfu 1.04%
iter 1515: loss 1.4504, time 214.32ms, mfu 1.06%
iter 1516: loss 1.4729, time 214.93ms, mfu 1.08%
iter 1517: loss 1.4692, time 219.36ms, mfu 1.09%
iter 1518: loss 1.5121, time 214.42ms, mfu 1.10%
iter 1519: loss 1.4229, time 219.87ms, mfu 1.11%
iter 1520: loss 1.4588, time 216.53ms, mfu 1.12%
iter 1521: loss 1.3677, time 221.22ms, mfu 1.12%
iter 1522: loss 1.5268, time 211.46ms, mfu 1.13%
iter 1523: loss 1.5326, time 209.29ms, mfu 1.14%
iter 1524: loss 1.5543, time 212.22ms, mfu 1.15%
iter 1525: loss 1.3992, time 216.63ms, mfu 1.16%
iter 1526: loss 1.5923, time 212.06ms, mfu 1.16%
iter 1527: loss 1.5448, time 221.27ms, mfu 1.16%
iter 1528: loss 1.5250, time 205.37ms, mfu 1.17%
iter 1529: loss 1.3905, time 210.93ms, mfu 1.18%
iter 1530: loss 1.3849, time 209.93ms, mfu 1.19%
iter 1531: loss 1.5261, time 206.93ms, mfu 1.19%
iter 1532: loss 1.5926, time 205.50ms, mfu 1.20%
iter 1533: loss 1.4925, time 209.87ms, mfu 1.20%
iter 1534: loss 1.3756, time 209.17ms, mfu 1.21%
iter 1535: loss 1.4108, time 210.19ms, mfu 1.21%
iter 1536: loss 1.4612, time 230.96ms, mfu 1.20%
iter 1537: loss 1.5411, time 219.11ms, mfu 1.20%
iter 1538: loss 1.3637, time 212.13ms, mfu 1.20%
iter 1539: loss 1.4513, time 210.89ms, mfu 1.20%
iter 1540: loss 1.5373, time 205.67ms, mfu 1.21%
iter 1541: loss 1.5954, time 206.79ms, mfu 1.22%
iter 1542: loss 1.5239, time 223.09ms, mfu 1.21%
iter 1543: loss 1.5861, time 215.02ms, mfu 1.21%
iter 1544: loss 1.4633, time 219.44ms, mfu 1.21%
iter 1545: loss 1.4400, time 211.71ms, mfu 1.21%
iter 1546: loss 1.4382, time 209.62ms, mfu 1.21%
iter 1547: loss 1.4571, time 210.83ms, mfu 1.21%
iter 1548: loss 1.4757, time 208.55ms, mfu 1.22%
iter 1549: loss 1.4854, time 215.12ms, mfu 1.22%
iter 1550: loss 1.4581, time 210.07ms, mfu 1.22%
iter 1551: loss 1.4218, time 224.36ms, mfu 1.21%
iter 1552: loss 1.5223, time 230.33ms, mfu 1.20%
iter 1553: loss 1.4637, time 222.83ms, mfu 1.20%
iter 1554: loss 1.4977, time 208.97ms, mfu 1.20%
iter 1555: loss 1.3909, time 232.16ms, mfu 1.20%
iter 1556: loss 1.4720, time 274.30ms, mfu 1.17%
iter 1557: loss 1.4815, time 223.55ms, mfu 1.17%
iter 1558: loss 1.5285, time 213.03ms, mfu 1.17%
iter 1559: loss 1.4215, time 222.20ms, mfu 1.17%
iter 1560: loss 1.4342, time 212.86ms, mfu 1.18%
iter 1561: loss 1.4588, time 210.86ms, mfu 1.18%
iter 1562: loss 1.5882, time 220.79ms, mfu 1.18%
iter 1563: loss 1.4275, time 206.76ms, mfu 1.19%
iter 1564: loss 1.4724, time 211.62ms, mfu 1.19%
iter 1565: loss 1.3455, time 215.68ms, mfu 1.19%
iter 1566: loss 1.4503, time 215.14ms, mfu 1.20%
iter 1567: loss 1.4651, time 223.80ms, mfu 1.19%
iter 1568: loss 1.5099, time 241.85ms, mfu 1.18%
iter 1569: loss 1.5130, time 219.77ms, mfu 1.18%
iter 1570: loss 1.4591, time 212.34ms, mfu 1.18%
iter 1571: loss 1.5014, time 209.74ms, mfu 1.19%
iter 1572: loss 1.4850, time 223.02ms, mfu 1.19%
iter 1573: loss 1.6293, time 208.53ms, mfu 1.19%
iter 1574: loss 1.4721, time 204.02ms, mfu 1.20%
iter 1575: loss 1.4476, time 204.02ms, mfu 1.21%
iter 1576: loss 1.4460, time 205.06ms, mfu 1.21%
iter 1577: loss 1.4077, time 217.86ms, mfu 1.21%
iter 1578: loss 1.4705, time 212.35ms, mfu 1.21%
iter 1579: loss 1.4406, time 211.31ms, mfu 1.21%
iter 1580: loss 1.4369, time 206.02ms, mfu 1.22%
iter 1581: loss 1.5143, time 207.02ms, mfu 1.22%
iter 1582: loss 1.4500, time 205.78ms, mfu 1.23%
iter 1583: loss 1.3632, time 218.79ms, mfu 1.22%
iter 1584: loss 1.4399, time 209.52ms, mfu 1.22%
iter 1585: loss 1.5466, time 217.01ms, mfu 1.22%
iter 1586: loss 1.4829, time 211.56ms, mfu 1.22%
iter 1587: loss 1.5040, time 218.94ms, mfu 1.22%
iter 1588: loss 1.4815, time 207.50ms, mfu 1.22%
iter 1589: loss 1.4567, time 238.07ms, mfu 1.21%
iter 1590: loss 1.4549, time 211.67ms, mfu 1.21%
iter 1591: loss 1.4012, time 218.79ms, mfu 1.21%
iter 1592: loss 1.4441, time 208.67ms, mfu 1.21%
iter 1593: loss 1.4503, time 218.11ms, mfu 1.21%
iter 1594: loss 1.4709, time 214.00ms, mfu 1.21%
iter 1595: loss 1.4699, time 209.23ms, mfu 1.21%
iter 1596: loss 1.4380, time 213.74ms, mfu 1.21%
iter 1597: loss 1.4560, time 216.11ms, mfu 1.21%
iter 1598: loss 1.5185, time 207.81ms, mfu 1.22%
iter 1599: loss 1.4957, time 215.62ms, mfu 1.21%
step 1600: train loss 1.3702, val loss 1.5868
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 1600: loss 1.5157, time 1143.84ms, mfu 1.12%
iter 1601: loss 1.5251, time 211.81ms, mfu 1.13%
iter 1602: loss 1.5481, time 211.43ms, mfu 1.14%
iter 1603: loss 1.5041, time 241.39ms, mfu 1.13%
iter 1604: loss 1.4995, time 237.23ms, mfu 1.13%
iter 1605: loss 1.4255, time 239.19ms, mfu 1.12%
iter 1606: loss 1.5148, time 224.20ms, mfu 1.13%
iter 1607: loss 1.4358, time 219.44ms, mfu 1.13%
iter 1608: loss 1.4645, time 213.90ms, mfu 1.14%
iter 1609: loss 1.4693, time 212.21ms, mfu 1.15%
iter 1610: loss 1.4321, time 211.72ms, mfu 1.16%
iter 1611: loss 1.4851, time 223.53ms, mfu 1.16%
iter 1612: loss 1.5584, time 216.71ms, mfu 1.16%
iter 1613: loss 1.5329, time 222.70ms, mfu 1.16%
iter 1614: loss 1.4667, time 236.55ms, mfu 1.15%
iter 1615: loss 1.5006, time 210.81ms, mfu 1.16%
iter 1616: loss 1.4246, time 220.12ms, mfu 1.16%
iter 1617: loss 1.4757, time 226.98ms, mfu 1.16%
iter 1618: loss 1.4185, time 208.77ms, mfu 1.17%
iter 1619: loss 1.4729, time 207.21ms, mfu 1.18%
iter 1620: loss 1.5655, time 209.39ms, mfu 1.18%
iter 1621: loss 1.4700, time 235.71ms, mfu 1.18%
iter 1622: loss 1.4537, time 207.20ms, mfu 1.18%
iter 1623: loss 1.5595, time 223.31ms, mfu 1.18%
iter 1624: loss 1.4217, time 234.56ms, mfu 1.17%
iter 1625: loss 1.4808, time 215.71ms, mfu 1.18%
iter 1626: loss 1.5532, time 211.90ms, mfu 1.18%
iter 1627: loss 1.4045, time 222.92ms, mfu 1.18%
iter 1628: loss 1.5018, time 247.50ms, mfu 1.17%
iter 1629: loss 1.4575, time 227.35ms, mfu 1.16%
iter 1630: loss 1.4034, time 213.42ms, mfu 1.17%
iter 1631: loss 1.4621, time 256.42ms, mfu 1.15%
iter 1632: loss 1.5084, time 217.02ms, mfu 1.16%
iter 1633: loss 1.4711, time 234.55ms, mfu 1.15%
iter 1634: loss 1.4602, time 218.05ms, mfu 1.16%
iter 1635: loss 1.3625, time 217.09ms, mfu 1.16%
iter 1636: loss 1.4963, time 208.09ms, mfu 1.17%
iter 1637: loss 1.3937, time 212.04ms, mfu 1.17%
iter 1638: loss 1.4950, time 208.02ms, mfu 1.18%
iter 1639: loss 1.4078, time 207.09ms, mfu 1.19%
iter 1640: loss 1.4490, time 214.57ms, mfu 1.19%
iter 1641: loss 1.4312, time 215.02ms, mfu 1.19%
iter 1642: loss 1.4493, time 212.01ms, mfu 1.20%
iter 1643: loss 1.4522, time 214.01ms, mfu 1.20%
iter 1644: loss 1.4636, time 225.03ms, mfu 1.19%
iter 1645: loss 1.5074, time 208.02ms, mfu 1.20%
iter 1646: loss 1.4624, time 214.74ms, mfu 1.20%
iter 1647: loss 1.4557, time 264.98ms, mfu 1.18%
iter 1648: loss 1.3673, time 263.52ms, mfu 1.16%
iter 1649: loss 1.4243, time 269.03ms, mfu 1.14%
iter 1650: loss 1.5269, time 274.05ms, mfu 1.12%
iter 1651: loss 1.3729, time 269.29ms, mfu 1.10%
iter 1652: loss 1.3937, time 283.58ms, mfu 1.09%
iter 1653: loss 1.4485, time 251.69ms, mfu 1.08%
iter 1654: loss 1.4950, time 250.76ms, mfu 1.08%
iter 1655: loss 1.5098, time 271.36ms, mfu 1.06%
iter 1656: loss 1.4210, time 274.17ms, mfu 1.05%
iter 1657: loss 1.4667, time 280.31ms, mfu 1.04%
iter 1658: loss 1.5109, time 265.85ms, mfu 1.03%
iter 1659: loss 1.4842, time 220.64ms, mfu 1.05%
iter 1660: loss 1.4111, time 273.59ms, mfu 1.04%
iter 1661: loss 1.5001, time 271.01ms, mfu 1.03%
iter 1662: loss 1.4287, time 267.53ms, mfu 1.02%
iter 1663: loss 1.3805, time 265.81ms, mfu 1.02%
iter 1664: loss 1.4395, time 279.02ms, mfu 1.01%
iter 1665: loss 1.5214, time 268.93ms, mfu 1.01%
iter 1666: loss 1.5689, time 267.62ms, mfu 1.00%
iter 1667: loss 1.4111, time 257.05ms, mfu 1.00%
iter 1668: loss 1.5247, time 274.86ms, mfu 1.00%
iter 1669: loss 1.4164, time 260.11ms, mfu 1.00%
iter 1670: loss 1.4639, time 267.01ms, mfu 0.99%
iter 1671: loss 1.4363, time 260.70ms, mfu 0.99%
iter 1672: loss 1.4575, time 256.09ms, mfu 1.00%
iter 1673: loss 1.5249, time 246.51ms, mfu 1.00%
iter 1674: loss 1.3950, time 273.72ms, mfu 1.00%
iter 1675: loss 1.4264, time 268.81ms, mfu 0.99%
iter 1676: loss 1.4417, time 271.22ms, mfu 0.99%
iter 1677: loss 1.4217, time 268.73ms, mfu 0.99%
iter 1678: loss 1.4180, time 276.82ms, mfu 0.98%
iter 1679: loss 1.5246, time 219.70ms, mfu 1.00%
iter 1680: loss 1.4654, time 269.84ms, mfu 1.00%
iter 1681: loss 1.4593, time 260.46ms, mfu 1.00%
iter 1682: loss 1.3959, time 260.15ms, mfu 1.00%
iter 1683: loss 1.4418, time 255.41ms, mfu 1.00%
iter 1684: loss 1.5753, time 279.96ms, mfu 0.99%
iter 1685: loss 1.5034, time 256.28ms, mfu 0.99%
iter 1686: loss 1.4549, time 248.79ms, mfu 1.00%
iter 1687: loss 1.4880, time 276.19ms, mfu 0.99%
iter 1688: loss 1.4364, time 259.24ms, mfu 0.99%
iter 1689: loss 1.4553, time 278.11ms, mfu 0.99%
iter 1690: loss 1.4324, time 273.09ms, mfu 0.98%
iter 1691: loss 1.4741, time 250.08ms, mfu 0.99%
iter 1692: loss 1.4146, time 262.76ms, mfu 0.99%
iter 1693: loss 1.3748, time 279.86ms, mfu 0.98%
iter 1694: loss 1.5061, time 264.07ms, mfu 0.98%
iter 1695: loss 1.4958, time 265.66ms, mfu 0.98%
iter 1696: loss 1.4657, time 270.48ms, mfu 0.98%
iter 1697: loss 1.4375, time 279.34ms, mfu 0.98%
iter 1698: loss 1.4012, time 268.30ms, mfu 0.97%
iter 1699: loss 1.4520, time 273.04ms, mfu 0.97%
iter 1700: loss 1.5409, time 249.62ms, mfu 0.98%
iter 1701: loss 1.4457, time 264.79ms, mfu 0.98%
iter 1702: loss 1.4624, time 257.44ms, mfu 0.98%
iter 1703: loss 1.4600, time 280.53ms, mfu 0.98%
iter 1704: loss 1.4886, time 276.61ms, mfu 0.97%
iter 1705: loss 1.5517, time 252.64ms, mfu 0.98%
iter 1706: loss 1.3442, time 262.63ms, mfu 0.98%
iter 1707: loss 1.5127, time 260.86ms, mfu 0.98%
iter 1708: loss 1.5342, time 282.46ms, mfu 0.97%
iter 1709: loss 1.4575, time 260.07ms, mfu 0.98%
iter 1710: loss 1.4783, time 276.08ms, mfu 0.97%
iter 1711: loss 1.3238, time 276.80ms, mfu 0.97%
iter 1712: loss 1.3531, time 269.46ms, mfu 0.97%
iter 1713: loss 1.4963, time 242.72ms, mfu 0.98%
iter 1714: loss 1.3837, time 283.87ms, mfu 0.97%
iter 1715: loss 1.4152, time 278.50ms, mfu 0.97%
iter 1716: loss 1.4939, time 280.04ms, mfu 0.96%
iter 1717: loss 1.4565, time 271.09ms, mfu 0.96%
iter 1718: loss 1.4713, time 287.92ms, mfu 0.96%
iter 1719: loss 1.4012, time 276.26ms, mfu 0.96%
iter 1720: loss 1.4764, time 280.34ms, mfu 0.95%
iter 1721: loss 1.4850, time 259.64ms, mfu 0.96%
iter 1722: loss 1.4545, time 235.14ms, mfu 0.97%
iter 1723: loss 1.4986, time 257.84ms, mfu 0.98%
iter 1724: loss 1.4297, time 271.38ms, mfu 0.97%
iter 1725: loss 1.3881, time 253.39ms, mfu 0.98%
iter 1726: loss 1.5168, time 250.01ms, mfu 0.98%
iter 1727: loss 1.4008, time 289.58ms, mfu 0.98%
iter 1728: loss 1.3751, time 277.09ms, mfu 0.97%
iter 1729: loss 1.4968, time 251.57ms, mfu 0.98%
iter 1730: loss 1.5076, time 284.09ms, mfu 0.97%
iter 1731: loss 1.4161, time 281.45ms, mfu 0.97%
iter 1732: loss 1.4032, time 270.29ms, mfu 0.97%
iter 1733: loss 1.5487, time 272.45ms, mfu 0.96%
iter 1734: loss 1.3392, time 285.71ms, mfu 0.96%
iter 1735: loss 1.3166, time 286.03ms, mfu 0.95%
iter 1736: loss 1.5475, time 282.58ms, mfu 0.95%
iter 1737: loss 1.3963, time 276.96ms, mfu 0.95%
iter 1738: loss 1.4869, time 279.29ms, mfu 0.95%
iter 1739: loss 1.4666, time 276.30ms, mfu 0.95%
iter 1740: loss 1.3474, time 280.83ms, mfu 0.94%
iter 1741: loss 1.4988, time 267.93ms, mfu 0.95%
iter 1742: loss 1.3547, time 276.73ms, mfu 0.95%
iter 1743: loss 1.5037, time 281.02ms, mfu 0.94%
iter 1744: loss 1.4545, time 287.62ms, mfu 0.94%
iter 1745: loss 1.4409, time 273.47ms, mfu 0.94%
iter 1746: loss 1.2838, time 280.52ms, mfu 0.94%
iter 1747: loss 1.4898, time 275.80ms, mfu 0.94%
iter 1748: loss 1.4093, time 261.41ms, mfu 0.94%
iter 1749: loss 1.4476, time 275.44ms, mfu 0.94%
iter 1750: loss 1.4227, time 264.49ms, mfu 0.95%
iter 1751: loss 1.4265, time 254.84ms, mfu 0.96%
iter 1752: loss 1.4312, time 238.56ms, mfu 0.97%
iter 1753: loss 1.4461, time 275.60ms, mfu 0.97%
iter 1754: loss 1.4355, time 265.16ms, mfu 0.97%
iter 1755: loss 1.4752, time 279.14ms, mfu 0.96%
iter 1756: loss 1.4779, time 279.60ms, mfu 0.96%
iter 1757: loss 1.4975, time 266.70ms, mfu 0.96%
iter 1758: loss 1.3908, time 271.88ms, mfu 0.96%
iter 1759: loss 1.3910, time 229.72ms, mfu 0.98%
iter 1760: loss 1.4793, time 224.83ms, mfu 1.00%
iter 1761: loss 1.4637, time 225.95ms, mfu 1.01%
