Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 4
Overriding: n_embd = 256
Overriding: batch_size = 16
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 40,960
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 438: loss 2.3263, time 217.55ms, mfu 1.17%
iter 439: loss 2.2149, time 232.44ms, mfu 1.16%
iter 440: loss 2.1357, time 224.97ms, mfu 1.16%
iter 441: loss 2.2759, time 217.95ms, mfu 1.16%
iter 442: loss 2.2882, time 232.88ms, mfu 1.16%
iter 443: loss 2.1789, time 231.78ms, mfu 1.16%
iter 444: loss 2.1492, time 208.11ms, mfu 1.16%
iter 445: loss 2.2192, time 208.84ms, mfu 1.17%
iter 446: loss 2.2954, time 210.91ms, mfu 1.18%
iter 447: loss 2.2088, time 215.46ms, mfu 1.18%
iter 448: loss 2.2873, time 208.27ms, mfu 1.19%
iter 449: loss 2.3366, time 220.19ms, mfu 1.19%
iter 450: loss 2.2698, time 219.54ms, mfu 1.19%
iter 451: loss 2.1970, time 222.20ms, mfu 1.18%
iter 452: loss 2.2072, time 208.42ms, mfu 1.19%
iter 453: loss 2.1959, time 220.64ms, mfu 1.19%
iter 454: loss 2.2337, time 222.68ms, mfu 1.19%
iter 455: loss 2.1658, time 232.24ms, mfu 1.18%
iter 456: loss 2.1716, time 212.44ms, mfu 1.18%
iter 457: loss 2.3433, time 217.49ms, mfu 1.19%
iter 458: loss 2.2740, time 220.18ms, mfu 1.18%
iter 459: loss 2.2368, time 226.05ms, mfu 1.18%
iter 460: loss 2.2406, time 210.74ms, mfu 1.19%
iter 461: loss 2.2211, time 215.53ms, mfu 1.19%
iter 462: loss 2.2242, time 221.43ms, mfu 1.19%
iter 463: loss 2.2142, time 232.14ms, mfu 1.18%
iter 464: loss 2.1801, time 212.41ms, mfu 1.18%
iter 465: loss 2.2040, time 224.57ms, mfu 1.18%
iter 466: loss 2.2422, time 218.08ms, mfu 1.18%
iter 467: loss 2.1896, time 215.64ms, mfu 1.18%
iter 468: loss 2.2032, time 226.28ms, mfu 1.18%
iter 469: loss 2.2066, time 219.20ms, mfu 1.18%
iter 470: loss 2.2102, time 215.99ms, mfu 1.18%
iter 471: loss 2.2382, time 216.00ms, mfu 1.18%
iter 472: loss 2.2478, time 209.66ms, mfu 1.19%
iter 473: loss 2.2251, time 207.02ms, mfu 1.20%
iter 474: loss 2.1942, time 218.48ms, mfu 1.20%
iter 475: loss 2.1801, time 208.64ms, mfu 1.20%
iter 476: loss 2.1815, time 203.13ms, mfu 1.21%
iter 477: loss 2.2297, time 212.94ms, mfu 1.21%
iter 478: loss 2.2012, time 217.70ms, mfu 1.21%
iter 479: loss 2.1457, time 220.05ms, mfu 1.20%
iter 480: loss 2.1173, time 215.17ms, mfu 1.21%
iter 481: loss 2.1783, time 211.68ms, mfu 1.21%
iter 482: loss 2.1295, time 227.67ms, mfu 1.20%
iter 483: loss 2.1871, time 220.37ms, mfu 1.20%
iter 484: loss 2.2027, time 210.48ms, mfu 1.20%
iter 485: loss 2.1744, time 220.26ms, mfu 1.20%
iter 486: loss 2.1232, time 239.62ms, mfu 1.19%
iter 487: loss 2.2023, time 242.43ms, mfu 1.18%
iter 488: loss 2.2375, time 224.69ms, mfu 1.17%
iter 489: loss 2.2116, time 234.78ms, mfu 1.17%
iter 490: loss 2.1114, time 234.05ms, mfu 1.16%
iter 491: loss 2.1764, time 222.30ms, mfu 1.16%
iter 492: loss 2.1242, time 236.69ms, mfu 1.16%
iter 493: loss 2.2117, time 225.05ms, mfu 1.16%
iter 494: loss 2.1851, time 237.75ms, mfu 1.15%
iter 495: loss 2.2147, time 223.03ms, mfu 1.15%
iter 496: loss 2.1251, time 228.13ms, mfu 1.15%
iter 497: loss 2.2001, time 233.23ms, mfu 1.15%
iter 498: loss 2.1096, time 234.78ms, mfu 1.14%
iter 499: loss 2.0892, time 232.34ms, mfu 1.14%
iter 500: loss 2.1705, time 254.54ms, mfu 1.13%
iter 501: loss 2.1803, time 223.70ms, mfu 1.13%
iter 502: loss 2.1535, time 232.58ms, mfu 1.13%
iter 503: loss 2.1557, time 222.68ms, mfu 1.13%
iter 504: loss 2.1260, time 220.84ms, mfu 1.14%
iter 505: loss 2.1551, time 238.46ms, mfu 1.13%
iter 506: loss 2.2121, time 221.75ms, mfu 1.14%
iter 507: loss 2.1750, time 244.86ms, mfu 1.13%
iter 508: loss 2.1044, time 240.26ms, mfu 1.12%
iter 509: loss 2.1028, time 231.20ms, mfu 1.12%
iter 510: loss 2.1440, time 252.62ms, mfu 1.11%
iter 511: loss 2.1448, time 225.56ms, mfu 1.12%
iter 512: loss 2.1122, time 208.02ms, mfu 1.13%
iter 513: loss 2.0997, time 231.68ms, mfu 1.13%
iter 514: loss 2.1789, time 228.56ms, mfu 1.13%
iter 515: loss 2.1337, time 227.06ms, mfu 1.13%
iter 516: loss 2.1027, time 232.01ms, mfu 1.13%
iter 517: loss 2.1654, time 217.31ms, mfu 1.14%
iter 518: loss 2.1384, time 224.62ms, mfu 1.14%
iter 519: loss 2.1795, time 222.36ms, mfu 1.14%
iter 520: loss 2.0103, time 199.71ms, mfu 1.16%
iter 521: loss 2.1953, time 199.52ms, mfu 1.17%
iter 522: loss 2.1457, time 198.63ms, mfu 1.19%
iter 523: loss 2.1653, time 196.43ms, mfu 1.20%
iter 524: loss 2.1421, time 199.53ms, mfu 1.21%
iter 525: loss 2.1740, time 199.13ms, mfu 1.22%
iter 526: loss 2.1464, time 197.23ms, mfu 1.23%
iter 527: loss 2.0995, time 203.66ms, mfu 1.23%
iter 528: loss 2.0946, time 232.92ms, mfu 1.22%
iter 529: loss 2.1341, time 197.52ms, mfu 1.23%
iter 530: loss 2.0361, time 202.99ms, mfu 1.24%
iter 531: loss 2.0834, time 236.74ms, mfu 1.22%
iter 532: loss 2.0928, time 208.34ms, mfu 1.22%
iter 533: loss 2.1097, time 199.59ms, mfu 1.23%
iter 534: loss 2.1404, time 199.50ms, mfu 1.24%
iter 535: loss 2.0970, time 212.34ms, mfu 1.24%
iter 536: loss 2.0677, time 199.09ms, mfu 1.24%
iter 537: loss 2.0852, time 199.72ms, mfu 1.25%
iter 538: loss 2.1387, time 249.13ms, mfu 1.23%
iter 539: loss 2.0826, time 199.60ms, mfu 1.24%
iter 540: loss 2.0874, time 194.37ms, mfu 1.25%
iter 541: loss 2.1260, time 193.60ms, mfu 1.26%
iter 542: loss 2.0779, time 194.02ms, mfu 1.26%
iter 543: loss 2.0896, time 203.24ms, mfu 1.26%
iter 544: loss 2.1682, time 212.32ms, mfu 1.26%
iter 545: loss 2.1584, time 201.61ms, mfu 1.26%
iter 546: loss 2.1043, time 194.80ms, mfu 1.27%
iter 547: loss 2.1297, time 198.06ms, mfu 1.27%
iter 548: loss 2.0784, time 210.07ms, mfu 1.27%
iter 549: loss 2.1039, time 202.32ms, mfu 1.27%
iter 550: loss 2.1292, time 196.46ms, mfu 1.28%
iter 551: loss 2.1806, time 197.98ms, mfu 1.28%
iter 552: loss 2.1010, time 201.02ms, mfu 1.28%
iter 553: loss 2.1189, time 210.56ms, mfu 1.28%
iter 554: loss 2.1307, time 202.72ms, mfu 1.28%
iter 555: loss 2.0866, time 194.19ms, mfu 1.28%
iter 556: loss 2.0766, time 200.92ms, mfu 1.28%
iter 557: loss 2.1173, time 197.10ms, mfu 1.29%
iter 558: loss 2.0904, time 197.00ms, mfu 1.29%
iter 559: loss 2.0720, time 200.57ms, mfu 1.29%
iter 560: loss 2.1747, time 197.19ms, mfu 1.29%
iter 561: loss 2.0763, time 198.44ms, mfu 1.29%
iter 562: loss 2.1377, time 197.43ms, mfu 1.30%
iter 563: loss 2.1504, time 199.46ms, mfu 1.30%
iter 564: loss 2.1110, time 197.04ms, mfu 1.30%
iter 565: loss 2.0650, time 196.28ms, mfu 1.30%
iter 566: loss 2.0513, time 196.36ms, mfu 1.30%
iter 567: loss 1.9832, time 204.18ms, mfu 1.30%
iter 568: loss 2.0481, time 199.06ms, mfu 1.30%
iter 569: loss 2.0189, time 197.70ms, mfu 1.30%
iter 570: loss 2.0537, time 223.69ms, mfu 1.29%
iter 571: loss 2.1024, time 197.73ms, mfu 1.29%
iter 572: loss 2.1414, time 195.31ms, mfu 1.29%
iter 573: loss 2.0416, time 197.56ms, mfu 1.30%
iter 574: loss 2.0269, time 196.32ms, mfu 1.30%
iter 575: loss 2.0260, time 198.17ms, mfu 1.30%
iter 576: loss 2.0801, time 197.63ms, mfu 1.30%
iter 577: loss 2.1131, time 196.80ms, mfu 1.30%
iter 578: loss 2.1100, time 194.48ms, mfu 1.31%
iter 579: loss 2.0826, time 195.08ms, mfu 1.31%
iter 580: loss 1.9622, time 199.70ms, mfu 1.31%
iter 581: loss 2.0432, time 231.39ms, mfu 1.29%
iter 582: loss 2.1497, time 218.31ms, mfu 1.28%
iter 583: loss 2.0267, time 198.24ms, mfu 1.28%
iter 584: loss 2.0873, time 204.39ms, mfu 1.28%
iter 585: loss 1.9897, time 213.01ms, mfu 1.27%
iter 586: loss 2.0298, time 194.01ms, mfu 1.28%
iter 587: loss 2.0262, time 194.38ms, mfu 1.29%
iter 588: loss 2.1407, time 202.38ms, mfu 1.29%
iter 589: loss 2.0344, time 209.68ms, mfu 1.28%
iter 590: loss 2.0332, time 205.21ms, mfu 1.28%
iter 591: loss 2.0377, time 195.32ms, mfu 1.28%
iter 592: loss 2.0544, time 198.46ms, mfu 1.29%
iter 593: loss 2.0426, time 199.04ms, mfu 1.29%
iter 594: loss 2.1161, time 196.76ms, mfu 1.29%
iter 595: loss 2.1108, time 195.91ms, mfu 1.30%
iter 596: loss 2.0762, time 199.07ms, mfu 1.30%
iter 597: loss 2.0509, time 198.54ms, mfu 1.30%
iter 598: loss 2.0495, time 195.90ms, mfu 1.30%
iter 599: loss 1.9888, time 197.91ms, mfu 1.30%
step 600: train loss 1.9242, val loss 2.0055
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 600: loss 2.0707, time 1050.29ms, mfu 1.20%
iter 601: loss 2.0656, time 199.15ms, mfu 1.21%
iter 602: loss 2.0606, time 201.46ms, mfu 1.21%
iter 603: loss 2.0454, time 200.68ms, mfu 1.22%
iter 604: loss 1.9779, time 202.53ms, mfu 1.23%
iter 605: loss 1.9492, time 224.89ms, mfu 1.22%
iter 606: loss 1.9973, time 215.87ms, mfu 1.22%
iter 607: loss 2.0414, time 197.54ms, mfu 1.23%
iter 608: loss 2.0588, time 220.15ms, mfu 1.22%
iter 609: loss 1.9900, time 195.61ms, mfu 1.23%
iter 610: loss 1.9973, time 199.24ms, mfu 1.24%
iter 611: loss 2.0173, time 203.76ms, mfu 1.24%
iter 612: loss 2.0449, time 196.56ms, mfu 1.25%
iter 613: loss 1.9818, time 200.34ms, mfu 1.26%
iter 614: loss 2.0187, time 196.37ms, mfu 1.26%
iter 615: loss 2.0792, time 201.04ms, mfu 1.27%
iter 616: loss 2.1070, time 200.65ms, mfu 1.27%
iter 617: loss 1.9998, time 196.88ms, mfu 1.27%
iter 618: loss 1.9815, time 212.84ms, mfu 1.27%
iter 619: loss 2.0835, time 196.18ms, mfu 1.27%
iter 620: loss 2.0544, time 197.61ms, mfu 1.28%
iter 621: loss 1.9923, time 197.51ms, mfu 1.28%
iter 622: loss 1.9240, time 196.42ms, mfu 1.29%
iter 623: loss 1.9544, time 200.31ms, mfu 1.29%
iter 624: loss 1.9569, time 197.57ms, mfu 1.29%
iter 625: loss 2.0138, time 200.17ms, mfu 1.29%
iter 626: loss 1.9602, time 204.21ms, mfu 1.29%
iter 627: loss 1.9252, time 221.92ms, mfu 1.28%
iter 628: loss 1.9543, time 204.08ms, mfu 1.28%
iter 629: loss 2.0123, time 201.16ms, mfu 1.28%
iter 630: loss 2.0034, time 197.24ms, mfu 1.28%
iter 631: loss 2.0267, time 200.74ms, mfu 1.28%
iter 632: loss 1.9284, time 196.87ms, mfu 1.29%
iter 633: loss 1.9844, time 197.77ms, mfu 1.29%
iter 634: loss 2.1154, time 199.12ms, mfu 1.29%
iter 635: loss 1.9907, time 220.82ms, mfu 1.28%
iter 636: loss 1.9391, time 199.68ms, mfu 1.28%
iter 637: loss 1.9672, time 198.87ms, mfu 1.28%
iter 638: loss 1.8757, time 226.59ms, mfu 1.27%
iter 639: loss 1.9656, time 198.79ms, mfu 1.27%
iter 640: loss 2.0619, time 203.09ms, mfu 1.27%
iter 641: loss 1.9960, time 201.67ms, mfu 1.28%
iter 642: loss 1.9415, time 197.37ms, mfu 1.28%
iter 643: loss 2.0504, time 199.06ms, mfu 1.28%
iter 644: loss 1.9664, time 200.47ms, mfu 1.28%
iter 645: loss 1.9442, time 205.42ms, mfu 1.28%
iter 646: loss 2.0412, time 220.96ms, mfu 1.27%
iter 647: loss 1.8834, time 206.58ms, mfu 1.27%
iter 648: loss 1.9545, time 201.31ms, mfu 1.27%
iter 649: loss 1.9820, time 199.73ms, mfu 1.27%
iter 650: loss 1.9449, time 198.42ms, mfu 1.28%
iter 651: loss 2.0152, time 245.05ms, mfu 1.26%
iter 652: loss 1.9327, time 223.45ms, mfu 1.25%
iter 653: loss 1.9903, time 201.66ms, mfu 1.25%
iter 654: loss 2.0275, time 247.30ms, mfu 1.23%
iter 655: loss 2.0716, time 242.87ms, mfu 1.21%
iter 656: loss 1.9873, time 238.23ms, mfu 1.20%
iter 657: loss 1.9344, time 274.00ms, mfu 1.18%
iter 658: loss 1.9545, time 255.16ms, mfu 1.16%
iter 659: loss 1.9876, time 261.21ms, mfu 1.14%
iter 660: loss 1.9291, time 273.91ms, mfu 1.12%
iter 661: loss 1.9702, time 266.33ms, mfu 1.11%
iter 662: loss 1.9556, time 269.13ms, mfu 1.09%
iter 663: loss 2.0034, time 270.58ms, mfu 1.08%
iter 664: loss 2.0418, time 271.03ms, mfu 1.07%
iter 665: loss 1.9653, time 265.89ms, mfu 1.06%
iter 666: loss 2.0398, time 263.62ms, mfu 1.05%
iter 667: loss 2.0094, time 264.07ms, mfu 1.05%
iter 668: loss 1.9824, time 268.30ms, mfu 1.04%
iter 669: loss 1.9059, time 256.86ms, mfu 1.03%
iter 670: loss 1.9921, time 262.68ms, mfu 1.03%
iter 671: loss 1.9650, time 277.84ms, mfu 1.02%
iter 672: loss 2.0381, time 274.45ms, mfu 1.01%
iter 673: loss 2.0441, time 272.52ms, mfu 1.01%
iter 674: loss 2.0010, time 262.26ms, mfu 1.01%
iter 675: loss 1.9624, time 266.06ms, mfu 1.00%
iter 676: loss 1.9835, time 273.62ms, mfu 1.00%
iter 677: loss 1.8740, time 249.24ms, mfu 1.00%
iter 678: loss 1.9691, time 253.04ms, mfu 1.00%
iter 679: loss 1.9147, time 257.56ms, mfu 1.00%
iter 680: loss 1.8866, time 267.40ms, mfu 1.00%
iter 681: loss 1.9611, time 230.53ms, mfu 1.01%
iter 682: loss 1.9321, time 241.31ms, mfu 1.02%
iter 683: loss 2.0357, time 254.83ms, mfu 1.02%
iter 684: loss 1.9256, time 259.22ms, mfu 1.02%
iter 685: loss 1.9431, time 245.22ms, mfu 1.02%
iter 686: loss 1.9767, time 257.52ms, mfu 1.02%
iter 687: loss 2.0430, time 253.28ms, mfu 1.02%
iter 688: loss 2.0203, time 250.21ms, mfu 1.02%
iter 689: loss 1.9975, time 231.56ms, mfu 1.03%
iter 690: loss 1.9168, time 253.10ms, mfu 1.03%
iter 691: loss 1.9066, time 276.98ms, mfu 1.02%
iter 692: loss 1.8999, time 265.88ms, mfu 1.02%
iter 693: loss 1.7804, time 262.49ms, mfu 1.01%
iter 694: loss 1.8727, time 254.02ms, mfu 1.02%
iter 695: loss 1.9414, time 266.04ms, mfu 1.01%
iter 696: loss 2.0459, time 276.93ms, mfu 1.00%
iter 697: loss 1.9962, time 265.79ms, mfu 1.00%
iter 698: loss 1.8679, time 243.41ms, mfu 1.01%
iter 699: loss 1.9763, time 260.31ms, mfu 1.01%
iter 700: loss 1.9228, time 249.67ms, mfu 1.01%
iter 701: loss 1.8594, time 298.03ms, mfu 1.00%
iter 702: loss 1.9374, time 255.02ms, mfu 1.00%
iter 703: loss 1.8941, time 288.44ms, mfu 0.99%
iter 704: loss 1.9484, time 270.54ms, mfu 0.99%
iter 705: loss 1.8969, time 262.16ms, mfu 0.99%
iter 706: loss 1.8856, time 271.81ms, mfu 0.98%
iter 707: loss 1.9125, time 274.47ms, mfu 0.98%
iter 708: loss 1.9128, time 266.73ms, mfu 0.98%
iter 709: loss 1.9153, time 250.78ms, mfu 0.98%
iter 710: loss 2.0532, time 244.59ms, mfu 0.99%
iter 711: loss 1.9554, time 283.60ms, mfu 0.98%
iter 712: loss 1.7849, time 280.92ms, mfu 0.98%
iter 713: loss 2.0114, time 275.29ms, mfu 0.97%
iter 714: loss 1.9065, time 274.28ms, mfu 0.97%
iter 715: loss 1.8638, time 262.62ms, mfu 0.97%
iter 716: loss 1.8773, time 269.25ms, mfu 0.97%
iter 717: loss 1.8957, time 274.99ms, mfu 0.97%
iter 718: loss 1.8667, time 266.79ms, mfu 0.97%
iter 719: loss 1.9043, time 253.35ms, mfu 0.98%
iter 720: loss 1.8861, time 278.08ms, mfu 0.97%
iter 721: loss 1.9017, time 273.28ms, mfu 0.97%
iter 722: loss 1.9269, time 264.57ms, mfu 0.97%
iter 723: loss 1.8448, time 270.79ms, mfu 0.97%
iter 724: loss 1.9774, time 266.22ms, mfu 0.97%
iter 725: loss 1.7746, time 247.16ms, mfu 0.98%
iter 726: loss 1.8846, time 271.14ms, mfu 0.98%
iter 727: loss 1.8875, time 247.23ms, mfu 0.98%
iter 728: loss 1.8809, time 240.07ms, mfu 0.99%
iter 729: loss 1.8983, time 262.52ms, mfu 0.99%
iter 730: loss 1.8474, time 252.19ms, mfu 1.00%
iter 731: loss 1.9216, time 244.18ms, mfu 1.00%
iter 732: loss 2.0416, time 267.47ms, mfu 1.00%
iter 733: loss 1.9505, time 271.22ms, mfu 1.00%
iter 734: loss 1.8529, time 242.28ms, mfu 1.00%
iter 735: loss 1.8202, time 267.64ms, mfu 1.00%
iter 736: loss 1.9230, time 282.68ms, mfu 0.99%
iter 737: loss 1.8901, time 281.95ms, mfu 0.98%
iter 738: loss 1.9156, time 263.90ms, mfu 0.98%
iter 739: loss 1.8794, time 261.39ms, mfu 0.99%
iter 740: loss 1.9172, time 246.82ms, mfu 0.99%
iter 741: loss 1.8696, time 244.81ms, mfu 1.00%
iter 742: loss 1.8506, time 287.28ms, mfu 0.99%
iter 743: loss 1.9214, time 262.73ms, mfu 0.99%
iter 744: loss 1.8108, time 267.86ms, mfu 0.99%
iter 745: loss 1.8852, time 267.85ms, mfu 0.99%
iter 746: loss 1.9097, time 267.07ms, mfu 0.98%
iter 747: loss 1.8528, time 263.96ms, mfu 0.98%
iter 748: loss 1.7578, time 238.70ms, mfu 0.99%
iter 749: loss 1.9741, time 261.44ms, mfu 0.99%
iter 750: loss 1.9085, time 271.90ms, mfu 0.99%
iter 751: loss 1.9479, time 268.82ms, mfu 0.99%
iter 752: loss 1.8718, time 257.25ms, mfu 0.99%
iter 753: loss 1.9042, time 261.14ms, mfu 0.99%
iter 754: loss 1.8299, time 259.27ms, mfu 0.99%
iter 755: loss 1.9577, time 256.99ms, mfu 0.99%
iter 756: loss 1.8102, time 264.51ms, mfu 0.99%
iter 757: loss 1.8356, time 259.06ms, mfu 0.99%
iter 758: loss 1.9533, time 266.46ms, mfu 0.99%
iter 759: loss 1.8266, time 256.66ms, mfu 0.99%
iter 760: loss 1.8049, time 275.35ms, mfu 0.99%
iter 761: loss 1.8370, time 268.64ms, mfu 0.99%
iter 762: loss 1.8643, time 260.56ms, mfu 0.99%
iter 763: loss 1.8644, time 241.75ms, mfu 1.00%
iter 764: loss 1.8755, time 265.30ms, mfu 0.99%
iter 765: loss 1.9016, time 248.39ms, mfu 1.00%
iter 766: loss 1.8789, time 254.44ms, mfu 1.00%
iter 767: loss 1.8192, time 262.13ms, mfu 1.00%
iter 768: loss 1.8650, time 277.51ms, mfu 0.99%
iter 769: loss 1.7717, time 229.41ms, mfu 1.01%
iter 770: loss 1.8758, time 219.37ms, mfu 1.03%
iter 771: loss 1.8880, time 211.63ms, mfu 1.05%
iter 772: loss 1.8561, time 220.14ms, mfu 1.06%
iter 773: loss 1.7797, time 223.37ms, mfu 1.07%
iter 774: loss 1.7945, time 214.18ms, mfu 1.08%
iter 775: loss 1.8408, time 222.26ms, mfu 1.09%
iter 776: loss 1.8282, time 221.25ms, mfu 1.10%
iter 777: loss 1.8606, time 208.40ms, mfu 1.11%
iter 778: loss 1.7997, time 233.42ms, mfu 1.11%
iter 779: loss 1.8736, time 225.99ms, mfu 1.12%
iter 780: loss 1.8422, time 216.92ms, mfu 1.13%
iter 781: loss 1.8189, time 217.08ms, mfu 1.13%
iter 782: loss 1.9175, time 213.82ms, mfu 1.14%
iter 783: loss 1.8948, time 209.21ms, mfu 1.15%
iter 784: loss 1.8001, time 217.91ms, mfu 1.15%
iter 785: loss 1.8774, time 209.15ms, mfu 1.16%
iter 786: loss 1.8918, time 211.50ms, mfu 1.17%
iter 787: loss 1.9169, time 224.57ms, mfu 1.17%
iter 788: loss 1.8112, time 230.37ms, mfu 1.16%
iter 789: loss 1.9846, time 219.44ms, mfu 1.17%
iter 790: loss 1.8064, time 231.05ms, mfu 1.16%
iter 791: loss 1.8567, time 227.76ms, mfu 1.16%
iter 792: loss 1.8661, time 212.69ms, mfu 1.17%
iter 793: loss 1.7901, time 221.76ms, mfu 1.17%
iter 794: loss 1.8039, time 214.01ms, mfu 1.17%
iter 795: loss 1.8333, time 220.59ms, mfu 1.17%
iter 796: loss 1.9079, time 213.30ms, mfu 1.18%
iter 797: loss 1.8283, time 222.76ms, mfu 1.18%
iter 798: loss 1.7817, time 213.82ms, mfu 1.18%
iter 799: loss 1.7422, time 220.74ms, mfu 1.18%
step 800: train loss 1.7187, val loss 1.8663
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 800: loss 1.8197, time 1111.00ms, mfu 1.08%
iter 801: loss 1.8090, time 217.83ms, mfu 1.09%
iter 802: loss 1.7942, time 217.07ms, mfu 1.11%
iter 803: loss 1.9565, time 225.90ms, mfu 1.11%
iter 804: loss 1.8144, time 215.43ms, mfu 1.12%
iter 805: loss 1.7313, time 230.85ms, mfu 1.12%
iter 806: loss 1.8112, time 224.55ms, mfu 1.12%
iter 807: loss 1.7816, time 213.52ms, mfu 1.13%
iter 808: loss 1.7638, time 207.43ms, mfu 1.14%
iter 809: loss 1.8437, time 213.98ms, mfu 1.15%
iter 810: loss 1.8849, time 218.18ms, mfu 1.16%
iter 811: loss 1.8393, time 208.71ms, mfu 1.16%
iter 812: loss 1.7970, time 217.14ms, mfu 1.17%
iter 813: loss 1.7609, time 221.15ms, mfu 1.17%
iter 814: loss 1.8412, time 220.51ms, mfu 1.17%
iter 815: loss 1.7423, time 223.17ms, mfu 1.17%
iter 816: loss 1.8290, time 219.69ms, mfu 1.17%
iter 817: loss 1.8379, time 217.75ms, mfu 1.17%
iter 818: loss 1.8138, time 211.96ms, mfu 1.18%
iter 819: loss 1.9048, time 218.90ms, mfu 1.18%
iter 820: loss 1.8485, time 218.05ms, mfu 1.18%
iter 821: loss 1.8594, time 235.79ms, mfu 1.17%
iter 822: loss 1.8798, time 218.93ms, mfu 1.17%
iter 823: loss 1.7873, time 221.59ms, mfu 1.17%
iter 824: loss 1.7506, time 208.02ms, mfu 1.18%
iter 825: loss 1.7533, time 230.96ms, mfu 1.17%
iter 826: loss 1.8585, time 209.40ms, mfu 1.18%
iter 827: loss 1.9502, time 219.18ms, mfu 1.18%
iter 828: loss 1.7795, time 233.10ms, mfu 1.17%
iter 829: loss 1.7519, time 246.80ms, mfu 1.16%
iter 830: loss 1.8828, time 227.22ms, mfu 1.16%
iter 831: loss 1.7168, time 219.05ms, mfu 1.16%
iter 832: loss 1.8466, time 242.39ms, mfu 1.15%
iter 833: loss 1.7359, time 218.03ms, mfu 1.16%
iter 834: loss 1.7651, time 216.35ms, mfu 1.16%
iter 835: loss 1.8074, time 212.27ms, mfu 1.17%
iter 836: loss 1.8004, time 202.15ms, mfu 1.18%
iter 837: loss 1.8737, time 218.42ms, mfu 1.18%
iter 838: loss 1.8171, time 221.53ms, mfu 1.18%
iter 839: loss 1.7894, time 205.56ms, mfu 1.19%
iter 840: loss 1.8001, time 211.21ms, mfu 1.19%
iter 841: loss 1.8347, time 209.64ms, mfu 1.20%
iter 842: loss 1.7748, time 218.04ms, mfu 1.20%
iter 843: loss 1.7851, time 207.12ms, mfu 1.20%
iter 844: loss 1.7138, time 208.74ms, mfu 1.21%
iter 845: loss 1.8235, time 206.04ms, mfu 1.21%
iter 846: loss 1.7345, time 203.08ms, mfu 1.22%
iter 847: loss 1.8740, time 218.44ms, mfu 1.22%
iter 848: loss 1.8025, time 220.43ms, mfu 1.21%
iter 849: loss 1.8331, time 236.46ms, mfu 1.20%
iter 850: loss 1.7377, time 241.02ms, mfu 1.19%
iter 851: loss 1.7329, time 227.90ms, mfu 1.18%
iter 852: loss 1.7261, time 221.69ms, mfu 1.18%
iter 853: loss 1.7435, time 224.11ms, mfu 1.18%
iter 854: loss 1.8362, time 201.04ms, mfu 1.19%
iter 855: loss 1.6781, time 214.51ms, mfu 1.19%
iter 856: loss 1.7934, time 216.47ms, mfu 1.19%
iter 857: loss 1.8019, time 218.40ms, mfu 1.19%
iter 858: loss 1.8046, time 209.80ms, mfu 1.20%
iter 859: loss 1.7107, time 215.01ms, mfu 1.20%
iter 860: loss 1.7912, time 230.12ms, mfu 1.19%
iter 861: loss 1.7982, time 225.62ms, mfu 1.19%
iter 862: loss 1.8049, time 217.90ms, mfu 1.19%
iter 863: loss 1.7503, time 210.64ms, mfu 1.19%
iter 864: loss 1.7861, time 210.87ms, mfu 1.20%
iter 865: loss 1.6998, time 224.72ms, mfu 1.19%
iter 866: loss 1.7593, time 215.33ms, mfu 1.19%
iter 867: loss 1.6541, time 217.41ms, mfu 1.19%
iter 868: loss 1.8042, time 222.79ms, mfu 1.19%
iter 869: loss 1.7498, time 207.85ms, mfu 1.20%
iter 870: loss 1.8246, time 209.52ms, mfu 1.20%
iter 871: loss 1.6217, time 214.70ms, mfu 1.20%
iter 872: loss 1.8084, time 219.54ms, mfu 1.20%
iter 873: loss 1.7371, time 210.56ms, mfu 1.20%
iter 874: loss 1.7022, time 225.44ms, mfu 1.20%
iter 875: loss 1.7185, time 227.08ms, mfu 1.19%
iter 876: loss 1.7876, time 241.86ms, mfu 1.18%
iter 877: loss 1.7763, time 238.49ms, mfu 1.17%
iter 878: loss 1.6942, time 232.28ms, mfu 1.17%
iter 879: loss 1.6946, time 222.38ms, mfu 1.17%
iter 880: loss 1.6164, time 219.72ms, mfu 1.17%
iter 881: loss 1.8117, time 218.06ms, mfu 1.17%
iter 882: loss 1.7398, time 210.95ms, mfu 1.18%
iter 883: loss 1.7572, time 228.81ms, mfu 1.17%
iter 884: loss 1.7041, time 209.80ms, mfu 1.18%
iter 885: loss 1.7834, time 208.71ms, mfu 1.18%
iter 886: loss 1.7849, time 206.87ms, mfu 1.19%
iter 887: loss 1.8020, time 212.67ms, mfu 1.19%
