Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 8
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 20,480
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 1762: loss 1.5096, time 213.58ms, mfu 0.57%
iter 1763: loss 1.5384, time 213.58ms, mfu 0.58%
iter 1764: loss 1.3505, time 222.64ms, mfu 0.58%
iter 1765: loss 1.5558, time 229.24ms, mfu 0.58%
iter 1766: loss 1.4262, time 210.91ms, mfu 0.58%
iter 1767: loss 1.4081, time 215.32ms, mfu 0.58%
iter 1768: loss 1.3830, time 208.80ms, mfu 0.59%
iter 1769: loss 1.4721, time 208.27ms, mfu 0.59%
iter 1770: loss 1.4958, time 210.12ms, mfu 0.59%
iter 1771: loss 1.4144, time 206.06ms, mfu 0.60%
iter 1772: loss 1.5507, time 212.02ms, mfu 0.60%
iter 1773: loss 1.5990, time 222.55ms, mfu 0.60%
iter 1774: loss 1.4921, time 218.62ms, mfu 0.60%
iter 1775: loss 1.4693, time 223.78ms, mfu 0.59%
iter 1776: loss 1.4833, time 223.15ms, mfu 0.59%
iter 1777: loss 1.5683, time 209.99ms, mfu 0.60%
iter 1778: loss 1.5130, time 218.85ms, mfu 0.60%
iter 1779: loss 1.3966, time 214.21ms, mfu 0.60%
iter 1780: loss 1.7110, time 232.72ms, mfu 0.59%
iter 1781: loss 1.5951, time 216.68ms, mfu 0.59%
iter 1782: loss 1.5769, time 217.68ms, mfu 0.59%
iter 1783: loss 1.4530, time 222.57ms, mfu 0.59%
iter 1784: loss 1.6288, time 229.96ms, mfu 0.59%
iter 1785: loss 1.5372, time 233.39ms, mfu 0.59%
iter 1786: loss 1.5756, time 212.10ms, mfu 0.59%
iter 1787: loss 1.4750, time 225.96ms, mfu 0.59%
iter 1788: loss 1.4438, time 232.41ms, mfu 0.58%
iter 1789: loss 1.4315, time 228.61ms, mfu 0.58%
iter 1790: loss 1.3090, time 222.72ms, mfu 0.58%
iter 1791: loss 1.5769, time 219.02ms, mfu 0.58%
iter 1792: loss 1.4705, time 217.69ms, mfu 0.59%
iter 1793: loss 1.5422, time 213.96ms, mfu 0.59%
iter 1794: loss 1.4042, time 215.90ms, mfu 0.59%
iter 1795: loss 1.3892, time 224.21ms, mfu 0.59%
iter 1796: loss 1.5099, time 226.48ms, mfu 0.59%
iter 1797: loss 1.6169, time 216.51ms, mfu 0.59%
iter 1798: loss 1.3687, time 225.77ms, mfu 0.59%
iter 1799: loss 1.4448, time 218.12ms, mfu 0.59%
step 1800: train loss 1.4132, val loss 1.6272
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 1800: loss 1.3986, time 1285.96ms, mfu 0.54%
iter 1801: loss 1.5402, time 248.15ms, mfu 0.54%
iter 1802: loss 1.6098, time 225.80ms, mfu 0.54%
iter 1803: loss 1.4688, time 231.76ms, mfu 0.54%
iter 1804: loss 1.5908, time 235.57ms, mfu 0.54%
iter 1805: loss 1.4593, time 224.71ms, mfu 0.55%
iter 1806: loss 1.5901, time 271.13ms, mfu 0.54%
iter 1807: loss 1.4922, time 279.47ms, mfu 0.53%
iter 1808: loss 1.4393, time 232.61ms, mfu 0.54%
iter 1809: loss 1.6835, time 223.66ms, mfu 0.54%
iter 1810: loss 1.7177, time 224.18ms, mfu 0.54%
iter 1811: loss 1.5639, time 213.66ms, mfu 0.55%
iter 1812: loss 1.5072, time 214.67ms, mfu 0.56%
iter 1813: loss 1.6109, time 235.83ms, mfu 0.55%
iter 1814: loss 1.6192, time 208.57ms, mfu 0.56%
iter 1815: loss 1.4060, time 230.66ms, mfu 0.56%
iter 1816: loss 1.4210, time 222.54ms, mfu 0.56%
iter 1817: loss 1.4791, time 212.34ms, mfu 0.57%
iter 1818: loss 1.5466, time 205.94ms, mfu 0.57%
iter 1819: loss 1.3838, time 211.60ms, mfu 0.58%
iter 1820: loss 1.5652, time 212.31ms, mfu 0.58%
iter 1821: loss 1.5074, time 221.93ms, mfu 0.58%
iter 1822: loss 1.5115, time 224.01ms, mfu 0.58%
iter 1823: loss 1.4047, time 219.52ms, mfu 0.58%
iter 1824: loss 1.5475, time 227.01ms, mfu 0.58%
iter 1825: loss 1.4938, time 212.97ms, mfu 0.58%
iter 1826: loss 1.4409, time 220.77ms, mfu 0.58%
iter 1827: loss 1.5540, time 205.83ms, mfu 0.59%
iter 1828: loss 1.5273, time 215.01ms, mfu 0.59%
iter 1829: loss 1.5867, time 216.13ms, mfu 0.59%
iter 1830: loss 1.5685, time 206.86ms, mfu 0.60%
iter 1831: loss 1.4810, time 216.25ms, mfu 0.60%
iter 1832: loss 1.5475, time 209.70ms, mfu 0.60%
iter 1833: loss 1.5865, time 211.62ms, mfu 0.60%
iter 1834: loss 1.4727, time 220.07ms, mfu 0.60%
iter 1835: loss 1.5544, time 208.55ms, mfu 0.60%
iter 1836: loss 1.4218, time 226.42ms, mfu 0.60%
iter 1837: loss 1.5287, time 216.15ms, mfu 0.60%
iter 1838: loss 1.4408, time 210.36ms, mfu 0.60%
iter 1839: loss 1.5334, time 210.83ms, mfu 0.60%
iter 1840: loss 1.4998, time 212.06ms, mfu 0.60%
iter 1841: loss 1.4944, time 219.60ms, mfu 0.60%
iter 1842: loss 1.4691, time 229.10ms, mfu 0.60%
iter 1843: loss 1.6019, time 225.58ms, mfu 0.60%
iter 1844: loss 1.4203, time 223.69ms, mfu 0.59%
iter 1845: loss 1.5248, time 201.53ms, mfu 0.60%
iter 1846: loss 1.5737, time 226.76ms, mfu 0.60%
iter 1847: loss 1.4310, time 215.80ms, mfu 0.60%
iter 1848: loss 1.5308, time 227.28ms, mfu 0.59%
iter 1849: loss 1.5329, time 223.40ms, mfu 0.59%
iter 1850: loss 1.6263, time 217.36ms, mfu 0.59%
iter 1851: loss 1.4962, time 227.49ms, mfu 0.59%
iter 1852: loss 1.4633, time 224.79ms, mfu 0.59%
iter 1853: loss 1.4920, time 237.03ms, mfu 0.59%
iter 1854: loss 1.3821, time 218.95ms, mfu 0.59%
iter 1855: loss 1.4764, time 234.32ms, mfu 0.58%
iter 1856: loss 1.5435, time 229.12ms, mfu 0.58%
iter 1857: loss 1.4851, time 233.14ms, mfu 0.58%
iter 1858: loss 1.5086, time 233.91ms, mfu 0.58%
iter 1859: loss 1.4473, time 236.67ms, mfu 0.57%
iter 1860: loss 1.4758, time 226.43ms, mfu 0.57%
iter 1861: loss 1.5008, time 223.92ms, mfu 0.57%
iter 1862: loss 1.4827, time 222.11ms, mfu 0.58%
iter 1863: loss 1.5847, time 215.71ms, mfu 0.58%
iter 1864: loss 1.4894, time 218.82ms, mfu 0.58%
iter 1865: loss 1.4638, time 210.98ms, mfu 0.58%
iter 1866: loss 1.5961, time 215.98ms, mfu 0.58%
iter 1867: loss 1.5113, time 208.47ms, mfu 0.59%
iter 1868: loss 1.4165, time 216.10ms, mfu 0.59%
iter 1869: loss 1.3882, time 227.99ms, mfu 0.59%
iter 1870: loss 1.4965, time 221.03ms, mfu 0.59%
iter 1871: loss 1.5818, time 210.16ms, mfu 0.59%
iter 1872: loss 1.3441, time 227.19ms, mfu 0.59%
iter 1873: loss 1.4978, time 220.51ms, mfu 0.59%
iter 1874: loss 1.3808, time 226.65ms, mfu 0.59%
iter 1875: loss 1.4943, time 224.18ms, mfu 0.59%
iter 1876: loss 1.6116, time 215.61ms, mfu 0.59%
iter 1877: loss 1.4484, time 215.80ms, mfu 0.59%
iter 1878: loss 1.4426, time 221.62ms, mfu 0.59%
iter 1879: loss 1.4437, time 209.02ms, mfu 0.59%
iter 1880: loss 1.5800, time 212.67ms, mfu 0.59%
iter 1881: loss 1.6163, time 214.75ms, mfu 0.59%
iter 1882: loss 1.5628, time 203.23ms, mfu 0.60%
iter 1883: loss 1.4690, time 205.74ms, mfu 0.60%
iter 1884: loss 1.4992, time 204.79ms, mfu 0.61%
iter 1885: loss 1.6482, time 207.57ms, mfu 0.61%
iter 1886: loss 1.3901, time 204.13ms, mfu 0.61%
iter 1887: loss 1.5039, time 202.07ms, mfu 0.61%
iter 1888: loss 1.4481, time 219.86ms, mfu 0.61%
iter 1889: loss 1.4445, time 208.67ms, mfu 0.61%
iter 1890: loss 1.4457, time 208.56ms, mfu 0.61%
iter 1891: loss 1.6214, time 205.87ms, mfu 0.62%
iter 1892: loss 1.5761, time 234.91ms, mfu 0.61%
iter 1893: loss 1.4877, time 205.17ms, mfu 0.61%
iter 1894: loss 1.4470, time 202.58ms, mfu 0.61%
iter 1895: loss 1.3889, time 202.60ms, mfu 0.62%
iter 1896: loss 1.4135, time 204.02ms, mfu 0.62%
iter 1897: loss 1.5960, time 204.31ms, mfu 0.62%
iter 1898: loss 1.4419, time 220.22ms, mfu 0.62%
iter 1899: loss 1.4299, time 205.04ms, mfu 0.62%
iter 1900: loss 1.4812, time 202.70ms, mfu 0.62%
iter 1901: loss 1.5453, time 199.18ms, mfu 0.62%
iter 1902: loss 1.3563, time 202.14ms, mfu 0.63%
iter 1903: loss 1.6820, time 218.81ms, mfu 0.62%
iter 1904: loss 1.4421, time 206.16ms, mfu 0.62%
iter 1905: loss 1.5644, time 208.50ms, mfu 0.62%
iter 1906: loss 1.5026, time 215.26ms, mfu 0.62%
iter 1907: loss 1.4812, time 215.81ms, mfu 0.62%
iter 1908: loss 1.4857, time 205.06ms, mfu 0.62%
iter 1909: loss 1.4456, time 203.35ms, mfu 0.62%
iter 1910: loss 1.4251, time 206.28ms, mfu 0.62%
iter 1911: loss 1.5210, time 201.18ms, mfu 0.63%
iter 1912: loss 1.4560, time 207.49ms, mfu 0.63%
iter 1913: loss 1.5197, time 203.66ms, mfu 0.63%
iter 1914: loss 1.6206, time 219.36ms, mfu 0.62%
iter 1915: loss 1.5038, time 259.57ms, mfu 0.61%
iter 1916: loss 1.4647, time 220.89ms, mfu 0.61%
iter 1917: loss 1.5877, time 228.71ms, mfu 0.60%
iter 1918: loss 1.5787, time 201.80ms, mfu 0.61%
iter 1919: loss 1.3901, time 206.01ms, mfu 0.61%
iter 1920: loss 1.5252, time 202.13ms, mfu 0.61%
iter 1921: loss 1.4949, time 205.74ms, mfu 0.62%
iter 1922: loss 1.4887, time 203.29ms, mfu 0.62%
iter 1923: loss 1.4924, time 207.32ms, mfu 0.62%
iter 1924: loss 1.5640, time 204.55ms, mfu 0.62%
iter 1925: loss 1.4900, time 202.31ms, mfu 0.62%
iter 1926: loss 1.4453, time 202.37ms, mfu 0.62%
iter 1927: loss 1.4665, time 202.15ms, mfu 0.63%
iter 1928: loss 1.2666, time 205.13ms, mfu 0.63%
iter 1929: loss 1.3540, time 202.88ms, mfu 0.63%
iter 1930: loss 1.5125, time 200.16ms, mfu 0.63%
iter 1931: loss 1.5373, time 205.23ms, mfu 0.63%
iter 1932: loss 1.6849, time 204.79ms, mfu 0.63%
iter 1933: loss 1.6157, time 203.67ms, mfu 0.63%
iter 1934: loss 1.3728, time 207.86ms, mfu 0.63%
iter 1935: loss 1.4850, time 224.73ms, mfu 0.63%
iter 1936: loss 1.5491, time 230.67ms, mfu 0.62%
iter 1937: loss 1.5462, time 205.43ms, mfu 0.62%
iter 1938: loss 1.6112, time 217.38ms, mfu 0.62%
iter 1939: loss 1.4449, time 206.29ms, mfu 0.62%
iter 1940: loss 1.4684, time 206.32ms, mfu 0.62%
iter 1941: loss 1.4323, time 207.62ms, mfu 0.62%
iter 1942: loss 1.5004, time 202.18ms, mfu 0.62%
iter 1943: loss 1.4435, time 202.89ms, mfu 0.62%
iter 1944: loss 1.4883, time 202.58ms, mfu 0.63%
iter 1945: loss 1.4194, time 239.96ms, mfu 0.62%
iter 1946: loss 1.5658, time 230.15ms, mfu 0.61%
iter 1947: loss 1.4525, time 204.41ms, mfu 0.61%
iter 1948: loss 1.4448, time 220.25ms, mfu 0.61%
iter 1949: loss 1.5451, time 203.08ms, mfu 0.61%
iter 1950: loss 1.5637, time 286.33ms, mfu 0.60%
iter 1951: loss 1.5305, time 209.73ms, mfu 0.60%
iter 1952: loss 1.5045, time 207.58ms, mfu 0.60%
iter 1953: loss 1.2924, time 201.24ms, mfu 0.61%
iter 1954: loss 1.5164, time 229.33ms, mfu 0.60%
iter 1955: loss 1.5531, time 209.70ms, mfu 0.60%
iter 1956: loss 1.5896, time 224.21ms, mfu 0.60%
iter 1957: loss 1.4256, time 215.90ms, mfu 0.60%
iter 1958: loss 1.4219, time 205.76ms, mfu 0.60%
iter 1959: loss 1.4844, time 201.48ms, mfu 0.61%
iter 1960: loss 1.4071, time 201.13ms, mfu 0.61%
iter 1961: loss 1.5145, time 198.81ms, mfu 0.62%
iter 1962: loss 1.5754, time 202.34ms, mfu 0.62%
iter 1963: loss 1.3696, time 199.97ms, mfu 0.62%
iter 1964: loss 1.4746, time 211.83ms, mfu 0.62%
iter 1965: loss 1.4217, time 201.26ms, mfu 0.62%
iter 1966: loss 1.3056, time 202.48ms, mfu 0.63%
iter 1967: loss 1.4826, time 202.65ms, mfu 0.63%
iter 1968: loss 1.4589, time 198.67ms, mfu 0.63%
iter 1969: loss 1.5126, time 242.10ms, mfu 0.62%
iter 1970: loss 1.4693, time 212.70ms, mfu 0.62%
iter 1971: loss 1.5838, time 207.33ms, mfu 0.62%
iter 1972: loss 1.4178, time 206.02ms, mfu 0.62%
iter 1973: loss 1.4485, time 207.22ms, mfu 0.62%
iter 1974: loss 1.5017, time 204.84ms, mfu 0.62%
iter 1975: loss 1.5681, time 205.62ms, mfu 0.62%
iter 1976: loss 1.6512, time 208.14ms, mfu 0.62%
iter 1977: loss 1.3866, time 204.33ms, mfu 0.62%
iter 1978: loss 1.5087, time 205.36ms, mfu 0.63%
iter 1979: loss 1.4623, time 209.24ms, mfu 0.62%
iter 1980: loss 1.5832, time 205.36ms, mfu 0.63%
iter 1981: loss 1.5353, time 205.87ms, mfu 0.63%
iter 1982: loss 1.6229, time 204.02ms, mfu 0.63%
iter 1983: loss 1.4144, time 206.04ms, mfu 0.63%
iter 1984: loss 1.3977, time 206.94ms, mfu 0.63%
iter 1985: loss 1.5144, time 206.98ms, mfu 0.63%
iter 1986: loss 1.4041, time 208.78ms, mfu 0.63%
iter 1987: loss 1.4496, time 208.00ms, mfu 0.63%
iter 1988: loss 1.4082, time 208.03ms, mfu 0.63%
iter 1989: loss 1.5000, time 204.21ms, mfu 0.63%
iter 1990: loss 1.4235, time 207.20ms, mfu 0.63%
iter 1991: loss 1.2745, time 207.77ms, mfu 0.63%
iter 1992: loss 1.5489, time 202.39ms, mfu 0.63%
iter 1993: loss 1.4843, time 203.29ms, mfu 0.63%
iter 1994: loss 1.4562, time 207.61ms, mfu 0.63%
iter 1995: loss 1.5180, time 210.95ms, mfu 0.63%
iter 1996: loss 1.4804, time 203.80ms, mfu 0.63%
iter 1997: loss 1.5169, time 205.01ms, mfu 0.63%
iter 1998: loss 1.5532, time 207.69ms, mfu 0.63%
iter 1999: loss 1.5220, time 204.35ms, mfu 0.63%
step 2000: train loss 1.3776, val loss 1.5850
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 2000: loss 1.4004, time 1108.65ms, mfu 0.58%
